category,content
4,广东深圳百万餐车遭强拆摊贩路人齐抗议月日深圳市罗湖区金光华广场周五凌晨上演了一场警民对峙当地政府出动城管及警察强行拆除停放在此的餐饮车引发摊主与路人激烈抗议现场一度混乱据了解该餐饮车的经营者此前斥资共计万元人民币从第三方公司租赁了金光华广场前的场地然而当地政府突然宣布该场地属于违规占用勒令拆除且未提供任何形式的赔偿这一举动令摊主们措手不及面临血本无归的困境现场视频显示多名摊主站在即将被拖走的餐车上高声控诉政府的野蛮行径试图阻止车辆被拖走大量路人及快递员聚集在餐车周围高喊退钱口号声援摊主一名情绪激动的男性摊主甚至用木板猛击自己的头部场面令人揪心由于围观人数众多现场一度失控公路隔离护栏也被推倒一名知情人士透露此次事件的起因是第三方公司从金光华广场承包场地后再分租给各个摊主双方通常签订数年起步的长期租赁合同然而该第三方公司近日突然注销并跑路导致摊贩们陷入困境晚些时候摊主们的餐饮车最终被强行拖走 广东深圳百万餐车遭强拆摊贩路人齐抗议月日深圳市罗湖区金光华广场周五凌晨上演了一场警民对峙当地政府出动城管及警察强行拆除停放在此的餐饮车引发摊主与路人激烈抗议现场一度混乱据了解该餐饮车的经营者此前斥资共计万元人民币从第三方公司租赁了金光华广场前的场地然而当地政府突然宣布该场地属于违规占用勒令拆除且未提供任何形式的赔偿这一举动令摊主们措手不及面临血
4,赵薇官宣离婚为啥多年前就与黄先生正式离婚双方婚姻关系早已解除现在才官宣期间想隐瞒什么赵薇和深圳市长许宗衡曾经是密友丈夫黄有龙原为许宗衡的司机许宗衡贪腐入狱后黄有龙莫名其妙成为超级富豪和赵薇火速结婚许宗衡贪腐的数十亿元下落不明黄有龙于本月日被入禀香港高等法院连本带利追讨约亿港元司法机构暂未排期聆讯原告为智择创投有限公司被告为黄有龙入禀状显示原告指黄有龙借贷逾期未还另欠利息约亿港元原告因此入禀连本带利追讨欠债贷款利息以年利率计算 赵薇官宣离婚为啥多年前就与黄先生正式离婚双方婚姻关系早已解除现在才官宣期间想隐瞒什么赵薇和深圳市长许宗衡曾经是密友丈夫黄有龙原为许宗衡的司机许宗衡贪腐入狱后黄有龙莫名其妙成为超级富豪和赵薇火速结婚许宗衡贪腐的数十亿元下落不明黄有龙于本月日被入禀香港高等法院连本带利追讨约亿港元司法机构暂未排期聆讯原告为智择创投有限公司被告为黄有龙入禀状显示原
4,月日河北保定秀兰悦居业主上街游行要求交房月日安徽毫州涡阳县静天府小区业主因停车位问题抗议物业据悉该小区在售卖时曾许诺业主免费使用停车位但近期又偷偷加装闸门变相强制业主购买
1,逃往黎巴嫩的名阿萨德政权垮台军官被移交给叙利亚新政府
4,特别推荐美国之音年终特别报道叩问这是怎样的时代岁末回顾大洋对岸的墙国美国之音记者采访了下面这十位网友他们各自用一个词汇来回顾与描述墙国内众生苦难的
4,中共以自由的名义剥夺中国人的自由中共以公有的名义剥夺中国人的私产中共以挽救生命的名义活摘中国人的器官
1,当地时间月日俄罗斯总统普京签署总统令批准打击极端主义的新战略该战略将参加未经协商的抗议活动列为破坏俄罗斯稳新浪网 普京签署总统令批准打击极端主义新战略
4,中共一朝既当又立
5,佛罗里达州德尔雷海滩一列车与一辆消防车相撞造成多人受伤多人伤势严重
4,足坛名队凯尔特人队两位日本球员包办进球而中国足球为何越踢越差因为高水平足球队是自由人的联合体每个人都能发挥出极致水平球队当然能发挥出极致水平相反中国足球队是一群奴隶在踢球像一群木头人每个人都难以发挥最高水平当然全队更难以发挥最高水平你水平本来就差再犹豫不决经常断线怎么可能踢好球呢当然这个道理大猫及其跟班太监们是不可能理解的它们相信太监坐镇就能打胜仗虽然史书记载的完全相反但他们不读书啊 足坛名队凯尔特人队两位日本球员包办进球而中国足球为何越踢越差因为高水平足球队是自由人的联合体每个人都能发挥出极致水平球队当然能发挥出极致水平相反中国足球队是一群奴隶在踢球像一群木头人每个人都难以发挥最高水平当然全队更难以发挥最高水平你水平本来就差再犹豫不决经常断线怎么可能踢好球呢当然这个道理大猫及其跟班太监们是不可能理解的它们相信太监坐镇就能打胜仗虽然史书记载的完全
1,然而只有公民了解情况否则你就无法反抗暴政因为我是个抱怨者所以我般不会赞扬政府我喜欢认为是个负责任的严格的评分者且我还没有给克林顿以来的任何届政府打过分我认为他们都是失败的但拜登政府完全是场令震惊的灾难杰弗里萨克斯这是年我在社交媒体上听过最重要的一个访谈节目它让我看到了一位在美国主流媒体被封杀的批评者一个我所理解的 然而只有公民了解情况否则你就无法反抗暴政因为我是个抱怨者所以我般不会赞扬政府我喜欢认为是个负责任的严格的评分者且我还没有给克林顿以来的任何届政府打过分我认为他们都是失败的但拜登政府完全是场令震惊的灾难杰弗里萨克斯这是年我在社交媒体上听过最重要的一个访谈节目它让我看到了一位在美国主流媒体被封杀的批评者一个我所理解的异议份子和真正的知识分子应有的勇气和品质在我看来任何不能在自己所在的社会和国家对政府提出意见尤其明知这些批评会带来如哈维尔所说的不方便而放弃质疑和批评本国政府的做法都达不到作为严肃思考者的应有的职业操守美国有许许多多批评中国的学者更有来自中国各个型号的反共人士只不过这些批评家和异议份子只在离岸的状态下才显出其慷慨激昂和深刻但对自己所在国家的问题不置一词甚至是本国政策和意识形态毫无保留的拥护者和复读机对我而言这些人的批评是非常苍白和难以令人信服的另这是一篇近五万字的翻译长文尽管我和工作伙伴花了不少时间编辑校对但相信仍有不少笔误或其它问题请读者包涵之外给予指正谢谢杰弗里萨克斯塔克卡尔森访谈年月日注小标题为采访者所加叙利亚政权更迭卡尔森过去两周发生了很多事情我一直在想杰弗里萨克斯在哪里我想知道这是什么意思我想知道这意味着什么从我的度来看最戏剧性的意想不到的事情是叙利亚政府突然发生了变化叙利亚发生了政权更迭谁干的为什么这意味着什么萨克斯正如内塔尼亚胡自己所说阿萨德离开后我们重塑了中东因此必须将其理解为不是一周内发生的事情而是一场在整个中东地区持续不断的战争也许理解叙利亚所发生的一切的正确方式是回想一下一个非常了不起的时刻当时驻北约的韦斯利克拉克将军他在事件后去了五角大楼他看到了一张纸上面写着我们将发动七场的战争他完全惊呆了说这有什么关系他被告知新保守派和以色列人将重塑中东名单上的七个国家很能说明问题黎巴嫩叙利亚伊拉克伊朗还有非洲的利比亚索马里和苏丹这七个国家我们已经在其中六个国家开战了上周在叙利亚发生的事情是以色列按照自己的形象重塑中东的长期努力的顶点年内塔尼亚胡和他的美国顾问在一份名为一刀两断的文件中开始了这一行动这是内塔尼亚胡担任总理时美国人和内塔尼亚胡共同制定的一份政治文件事件后内塔尼亚胡和他的美国顾问开始全力以赴伊拉克战争就是其中的第一场战争一刀两断是指我们要与中东一刀两断与过去决裂我们要与过去决裂什么是大以色列萨克斯我们不会以土地换和平即以色列在隔壁建立一个巴勒斯坦国不我们要建立更强大的以色列我们要抨击任何不喜欢它的人而我们要做的就是搞垮任何支持巴勒斯坦人的政府这种狂妄自大令人震惊在我看来这对美国和中东来说都是一场彻底的灾难事实上自年以来这一直是内塔尼亚胡的惯用伎俩上周真正让阿萨德倒台的是从奥巴马开始的是的这一点也很有趣谁当总统并不重要这是深层国家的长期政策奥巴马命令中情局推翻阿萨德因此这始于年但为什么奥巴马要推翻阿萨德因为年来美国在中东的外交政策一直由以色列主导这就是它是如何工作的现在我们有以色列游说团我们有这个一刀两断的战略我们有一个五年七场战争的计划有趣的是他们实际上是在实施这个疯狂的计划他们不向美国人民解释任何事情他们不告诉任何人但你可以看到一步一步我们已经有了这七场战争中的六场唯一没有发生的是伊朗但奥巴马你知道没有特别的原因顺便说一句但他发动了七场战争中的两场他在年秋天发动了推翻利比亚政府卡扎菲的战争或者说战争始于年月年春天他和他的国务卿希拉里克林顿说阿萨德必须下台我记得当时我挠头说这很有趣他们打算怎么做呢当时的叙利亚是一个正常运转的国家你可以阅读任何宣传资料说叙利亚是一个正常运转的国家我最近挖出了国际货币基金组织年关于叙利亚的一份报告其中赞扬了叙利亚政府在经济快速增长中进行的改革并展望了未来几年的经济发展换句话说这不是一片荒地或战场这是一个真正正常的国家它对美国构成威胁吗它对美国没有任何威胁但内塔尼亚胡认为它是一个威胁原因很简单内塔尼亚胡想控制整个巴勒斯坦想统治巴勒斯坦人民不想建立巴勒斯坦国这导致了激进分子的反对这导致了哈马斯导致了真主党导致了其他组织内塔尼亚胡的理论是我们永远不会允许巴勒斯坦建国因此我们必须打垮任何支持这些激进组织反对我们的政府因为我们的核心目标是更强大的以色列一
